ID,Name,Category1,Category,Currency,Deadline,Goal,Launched,Pledged2,Outcome,Backers,Country,USDPledged1,Pledged,GoalReal,Duration
1044668324,Wild Night - The Story of My Life,Pop,Music,USD,2015,1900,2015,10,Failed,1,US,10,10,1900,30
1044670313,Resurrection Base Bin Studios,Music,Music,CAD,2015,60000,2015,3381,Failed,48,CA,2657,2592,45998,30
1044672226,Uncharted,Shorts,Film & Video,USD,2012,3000,2012,3325,Successful,14,US,3325,3325,3000,30
1044673042,U.R.I - DEBUT E.P. PRODUCTION,Indie Rock,Music,GBP,2014,4500,2014,4843,Successful,188,GB,7867,7661,7119,35
1044686326,"The River Runs Through Us, a Six-Part Public Radio Series",Radio & Podcasts,Publishing,USD,2013,600,2013,886,Successful,25,US,886,886,600,45
1044713540,Sow A Seed of HOPE,Apparel,Fashion,USD,2014,500,2014,167,Failed,7,US,167,167,500,14
1044722399,Fretboard Mojo Kat Unplugged Women's tank,Fashion,Fashion,USD,2012,1500,2012,50,Failed,1,US,50,50,1500,5
1044723762,Katchup Dip Cups,Food,Food,USD,2015,10000,2015,0,Failed,0,US,0,0,10000,10
1044724530,Roots Rhythm and Dub- New Album Patience (Canceled),Rock,Music,USD,2015,11250,2015,40,Cancelled,2,US,40,40,11250,46
1044728606,Empowered by Finda Kpakiwa,Accessories,Fashion,USD,2016,20000,2016,460,Failed,9,US,460,460,20000,30
1044732592,Ebony Kiss Indy Comic,Comics,Comics,USD,2012,9500,2012,3638,Failed,122,US,3638,3638,9500,40
1044733100,Treeverse,Documentary,Film & Video,USD,2011,5000,2011,8280,Successful,107,US,8280,8280,5000,27
1044735004,They Need (US),Hip-Hop,Music,CAD,2015,1000,2014,85,Failed,2,CA,73,68,803,30
1044736775,Bringing Back Spring/Summer Steeze,Fashion,Fashion,USD,2013,2500,2012,0,Failed,0,US,0,0,2500,30
1044736910,Callie Bobsin Debut EP,Music,Music,USD,2012,6000,2012,6040,Successful,35,US,6040,6040,6000,45
1044754819,ZenCam - The Mindful Disposable Camera,Apps,Technology,GBP,2014,5000,2014,1325,Failed,57,GB,2119,2078,7843,29
1044761792,RoVa4D Full Color Blender 3D Printer,3D Printing,Technology,CAD,2016,25000,2016,216289,Successful,84,CA,27245,167874,19404,29
1044765415,Table tennis car window stickers (ping pong),Graphic Design,Design,USD,2016,90,2016,775,Successful,30,US,517,775,90,30
1044767479,"Caruca - A Single Rider, Electric Golf Scooter/Cart",Hardware,Technology,USD,2016,20000,2016,20001,Successful,83,US,20001,20001,20000,40
1044770950,Taking a Chance on Love (TACOL),Shorts,Film & Video,USD,2014,7500,2014,8360,Successful,51,US,8360,8360,7500,30
1044771584,Magic: The Gathering™ | Snapcardster: Snap cards faster,Playing Cards,Games,EUR,2017,6000,2017,6171,Successful,121,DE,750,6520,6339,31
1044790807,Mid Life Crisis 2,Comedy,Film & Video,USD,2015,7000,2015,2020,Failed,3,US,2020,2020,7000,8
1044812909,Danny Bautista Debut Album,Faith,Music,USD,2014,20000,2014,35,Failed,2,US,35,35,20000,30
1044816055,Dogs on Film,Art Books,Publishing,USD,2014,7000,2014,7450,Successful,141,US,7450,7450,7000,31
1044820100,Artistic Nude Website And Studio,Painting,Art,USD,2017,500,2017,1905,Successful,19,US,1485,1905,500,15
1044823625,Smart Notebooks:  Building a Better Shared Document.,Software,Technology,USD,2012,65000,2012,2286,Failed,51,US,2286,2286,65000,33
1044830862,Joli - bringing downtown dining to NW 65th St in Seattle,Restaurants,Food,USD,2016,30000,2015,10936,Failed,45,US,10936,10936,30000,30
1044831480,Brotherhood of Steel T-45d Power Armor,Crafts,Crafts,EUR,2015,250,2015,10,Failed,1,NL,11,11,274,60
1044831924,DISASTERINK APPAREL,Graphic Design,Design,USD,2012,1200,2012,60,Failed,2,US,60,60,1200,30
1044832191,The Wish Road Tour 2016,Music,Music,GBP,2016,300,2016,300,Successful,5,GB,428,437,437,38
1044843111,Frostbite Freestyle Sled (Canceled),Product Design,Design,USD,2014,42000,2013,408,Cancelled,11,US,408,408,42000,30
1044844437,"Fase Supply Co - Affordable, stylish clothing for everyone",Apparel,Fashion,GBP,2017,1000,2017,0,Failed,0,GB,0,0,1277,29
1044854511,Geek Theater: Anthology of Science Fiction & Fantasy Plays,Theater,Theater,USD,2014,3500,2014,3942,Successful,131,US,3942,3942,3500,32
1044857970,Tomboy Princess,Fashion,Fashion,USD,2014,3500,2014,0,Failed,0,US,0,0,3500,30
1044858721,Castle Dracula,Video Games,Games,USD,2012,985,2012,1673,Successful,50,US,1673,1673,985,30
1044864258,Fearless Food- A Teaching Kitchen for Everyone,Food,Food,USD,2014,5500,2014,7306,Successful,146,US,7306,7306,5500,30
1044865965,The Island - A first person survival and role playing game,Video Games,Games,USD,2017,50000,2016,81,Failed,9,US,18,81,50000,30
1044870144,Opening surfing museum on long Island,Woodworking,Crafts,USD,2014,25000,2014,140,Failed,5,US,140,140,25000,30
1044870202,Sam Corner Productions Presents: 'Task Force Arkham',Film & Video,Film & Video,GBP,2015,200,2015,35,Failed,3,GB,54,53,301,40
1044871143,Joe's Gas Tank Stand,Product Design,Design,USD,2013,3000,2013,57,Failed,7,US,57,57,3000,35
1044872106,"Activate: Jesus Christ, Master Of Cool!",Fashion,Fashion,USD,2013,5000,2013,1,Failed,1,US,1,1,5000,40
1044878485,Rich in Color,People,Photography,USD,2016,145,2016,145,Successful,7,US,145,145,145,31
1044889667,Digital Overload,Radio & Podcasts,Publishing,USD,2015,3500,2015,0,Failed,0,US,0,0,3500,30
1044893400,Cop Watch Live,Apps,Technology,CAD,2015,66000,2015,2360,Failed,7,CA,1861,1950,54532,30
1044903975,Painted Yosemite: A Collective Journey,Painting,Art,USD,2016,4000,2015,35,Failed,3,US,35,35,4000,31
1044905839,TRIPeSTIK LED Staffs,Technology,Technology,USD,2015,20000,2015,695,Failed,6,US,695,695,20000,30
1044915078,CC (Campus Connect),Apps,Technology,USD,2016,18000,2016,95,Cancelled,4,US,30,95,18000,30
1044920732,Exposición Niñ@ siempre,People,Photography,MXN,2017,16666,2017,10,Failed,1,MX,0,1,917,30
1044922583,Lyrical Strings Duo; A Violin and Classical Guitar Album,Classical Music,Music,USD,2012,2500,2012,4488,Successful,126,US,4488,4488,2500,30
1044940150,Butch Cassidy's Dry gulch,Shorts,Film & Video,USD,2012,3000,2012,902,Failed,7,US,902,902,3000,30
1044941797,Third Eye Children (Canceled),Video,Journalism,USD,2016,25000,2016,51,Cancelled,2,US,51,51,25000,60
1044945337,How Philly Moves,Dance,Dance,USD,2011,25000,2011,26271,Successful,617,US,26271,26271,25000,30
1044955394,Requiem for Butterflies,Narrative Film,Film & Video,USD,2013,90000,2013,30,Failed,3,US,30,30,90000,40
1044957815,LidSitter - A Brand New Way to Organize Your Kitchen!,Product Design,Design,USD,2016,3500,2016,29783,Successful,628,US,29783,29783,3500,60
1044962802,Scotch & Candy,Apparel,Fashion,USD,2016,5000,2016,52,Failed,3,US,51,52,5000,30
1044964159,20 Fantasy Football teams - New Pro Elves & Orcs & 18 more,Tabletop Games,Games,USD,2014,25500,2014,46000,Successful,277,US,46000,46000,25500,45
1044965809,Stand & Bring It The TV Show,World Music,Music,USD,2015,3000,2015,1,Failed,1,US,1,1,3000,48
1044967807,Save The Glazov Gang,Webseries,Film & Video,USD,2015,3000,2015,6810,Successful,89,US,6810,6810,3000,31
1044968868,Caramia Caramels,Small Batch,Food,CAD,2016,13000,2016,22960,Successful,364,CA,3801,17019,9636,30
1044969165,Poetry in Public- Spoken Word DVD,Film & Video,Film & Video,USD,2012,5000,2012,45,Failed,3,US,45,45,5000,30
1044970667,3Deep : The Sonic Toothbrush,Gadgets,Technology,USD,2017,15000,2017,25416,Successful,416,US,2674,25416,15000,30
1044978575,Coming To You Live...An Original Comedic Webseries,Webseries,Film & Video,USD,2014,3000,2014,0,Failed,0,US,0,0,3000,45
1044982581,One Pretty Minute EP Completion,Rock,Music,USD,2012,1200,2012,0,Failed,0,US,0,0,1200,18
1044983732,Envelope bag,Design,Design,EUR,2016,16000,2016,1,Failed,1,ES,1,1,17744,30
1044990094,Mystic Misfit Oracle screen print Deck and coloring book,Illustration,Art,USD,2017,450,2017,1649,Successful,39,US,356,1649,450,30
1044999438,Bart and Cara,Webseries,Film & Video,USD,2012,10000,2012,2250,Failed,20,US,2250,2250,10000,39
1045026215,Survival Project,Video Games,Games,GBP,2017,250,2017,16,Failed,2,GB,0,21,324,43
1045028148,What's in Blossom's Purse?,Shorts,Film & Video,USD,2011,2250,2011,120,Failed,3,US,120,120,2250,31
1045031729,The Bandrum: A New Folk Instrument,Country & Folk,Music,USD,2014,28,2014,165,Successful,29,US,165,165,28,53
1045038464,Jack Palms II: This Is Life and Other eBooks,Fiction,Publishing,USD,2011,4000,2011,7167,Successful,92,US,7167,7167,4000,30
1045038891,Swish N Swerve Clothing Brand,Apparel,Fashion,USD,2015,10000,2015,0,Failed,0,US,0,0,10000,28
1045040250,Help me release my 17-Trk Self-Produced Album!!! Underdog,Hip-Hop,Music,USD,2012,1000,2012,10,Failed,1,US,10,10,1000,25
1045041641,A Dog's World: A strategy board game about dogs,Tabletop Games,Games,USD,2015,20000,2015,3548,Failed,66,US,3548,3548,20000,30
1045047578,Black Revolt,Apparel,Fashion,USD,2017,5000,2017,1,Failed,1,US,0,1,5000,30
1045047802,Shawn Myers' Debut Full Length Album,Music,Music,USD,2013,8000,2013,50,Failed,1,US,50,50,8000,30
1045049451,Turf Dancing Video Mixtape (Canceled),Dance,Dance,USD,2011,3000,2011,0,Cancelled,0,US,0,0,3000,45
1045052697,Transformer Table,Hardware,Technology,CAD,2014,50000,2014,7043,Failed,25,CA,6363,6180,43871,60
1045066931,The Gods We Create,Nonfiction,Publishing,USD,2012,6000,2012,50,Failed,1,US,50,50,6000,30
1045069108,100 Custom Vinyl Toy Project (Canceled),Art,Art,USD,2011,3500,2011,0,Cancelled,0,US,0,0,3500,51
1045071482,The Highway Is for Gamblers (Canceled),Film & Video,Film & Video,USD,2014,165000,2014,32232,Cancelled,201,US,32232,32232,165000,27
1045077437,AMERICA'S DARK SECRETS,Documentary,Film & Video,USD,2011,500,2011,0,Failed,0,US,0,0,500,30
1045077927,"Thinking Cleaner, Wifi for iRobot® Roomba® 700 & 800 series",Gadgets,Technology,EUR,2015,85000,2015,33486,Failed,285,NL,37792,36379,92344,43
1045080057,THE EXPANSION OF THE UNIVERSE IS NOT SPEEDING UP,Academic,Publishing,USD,2017,2000,2017,250,Cancelled,1,US,250,250,2000,20
1045084312,Edward Burlingame Hill: Discovered & Recorded,Classical Music,Music,USD,2014,30000,2014,31410,Successful,153,US,31410,31410,30000,32
1045086352,Original and hand printed designs by Artist/Philanthropist,Fashion,Fashion,USD,2013,12000,2013,50,Failed,1,US,50,50,12000,30
1045096061,Beggars: A Musical Inspired by Thrice,Science Fiction,Film & Video,USD,2015,20000,2015,1,Failed,1,US,1,1,20000,30
1045104339,Faces of Places: Circle the Sahara,Photobooks,Photography,USD,2017,3500,2017,3865,Successful,54,US,698,3865,3500,52
1045129908,Multimedia production® & Online artist community,Art,Art,CAD,2015,250000,2015,0,Failed,0,CA,0,0,179134,22
1045151433,Opening Animation for Winter's Edge: Grand Company,Video Art,Art,CHF,2017,300,2017,541,Successful,8,CH,482,541,300,37
1045154440,"Wicked Awesome Prints, Just For You.",Painting,Art,USD,2016,200,2016,1,Failed,1,US,0,1,200,30
1045154826,Final Boss: The card game,Tabletop Games,Games,EUR,2017,9000,2017,24114,Successful,717,ES,13244,28744,10728,30
1045158184,Painting in Las Vegas,Art,Art,USD,2014,10000,2014,0,Failed,0,US,0,0,10000,30
1045170734,Explorations of the Five Senses,Fiction,Publishing,USD,2012,750,2012,251,Failed,11,US,251,251,750,30
1045179683,Tales of the Forgotten,Music,Music,USD,2016,17300,2016,3600,Failed,100,US,3600,3600,17300,30
1045210328,SAVER : Enamel pins to #SaveRohingyas,Fashion,Fashion,SGD,2017,450,2017,50,Failed,4,SG,0,37,332,50
1045214533,Madafo,Fashion,Fashion,USD,2014,2000,2014,110,Failed,2,US,110,110,2000,30
1045214973,DIY Dimmable LED Panel Instruction Videos,Technology,Technology,USD,2012,150,2012,396,Successful,38,US,396,396,150,15
1045219370,Relancer une exploitation viticole à Vouvray,Drinks,Food,EUR,2015,210000,2015,0,Failed,0,FR,0,0,229951,60
1045220974,Katonah Halloween Parade 10/27 3-5,Public Art,Art,USD,2013,2000,2013,2040,Successful,33,US,2040,2040,2000,5
1045222719,Ki-eL     (Possible Self Titled),Music,Music,GBP,2014,500,2014,20,Failed,3,GB,33,33,830,30
1045224536,"Fuzzballs Super Awesome Kawaii Shirts, Necklaces & Keyrings",Apparel,Fashion,GBP,2015,1650,2015,1502,Failed,54,GB,2294,2347,2578,25
1045225046,Carl and Dio's Musical Adventure Through Ireland (Canceled),Music,Music,USD,2015,27000,2015,0,Cancelled,0,US,0,0,27000,30
1045239258,GET REAL- Not now....but soon.Be dumb for a little longer.,Art,Art,USD,2012,2500,2012,20,Failed,2,US,20,20,2500,40
1045244184,Slut Cousin,Shorts,Film & Video,USD,2013,2000,2013,2025,Successful,44,US,2025,2025,2000,24
1045254237,All in 1: The Crowdsong - Creating a song together,Country & Folk,Music,MXN,2017,800,2017,396,Failed,4,MX,11,21,43,7
1045264965,THE iNTANG!BLES (™) Webcomics Entrepreneur Cartoon Series,Webcomics,Comics,USD,2014,57500,2014,2135,Failed,9,US,2135,2135,57500,30
1045268102,Sm?k'd Eatery & Market,Bacon,Food,USD,2015,35000,2014,3530,Failed,20,US,3530,3530,35000,60
1045284187,Ana Banana,Small Batch,Food,USD,2015,150,2015,170,Successful,9,US,170,170,150,30
1045284207,Kickstart LostBoysComedy,Film & Video,Film & Video,USD,2012,300,2012,0,Failed,0,US,0,0,300,40
1045287550,Undead or Alive volume 1 by Steve Bryant and Jason Millet,Graphic Novels,Comics,USD,2015,12000,2015,7157,Failed,161,US,7157,7157,12000,30
1045296493,GrowUp! An aquaponic urban farm for London,Food,Food,GBP,2013,15000,2013,16467,Successful,300,GB,24909,24937,22715,30
1045305565,CAPTURE Psychological Thriller Feature set in 1972,Narrative Film,Film & Video,USD,2011,4000,2011,4000,Successful,50,US,4000,4000,4000,16
1045305570,The Awefull Show: The Show That's Full of Awesome,Webseries,Film & Video,USD,2015,90000,2014,0,Failed,0,US,0,0,90000,30
1045311136,Letters to god,Publishing,Publishing,USD,2014,5500,2014,0,Failed,0,US,0,0,5500,30
1045312019,Vindicate Me. My First Feature.,Narrative Film,Film & Video,USD,2013,2000,2013,2391,Successful,41,US,2391,2391,2000,30
1045321788,A traditional Model-A hot rod built in an untraditional way.,Interactive Design,Design,USD,2014,20000,2014,291,Failed,8,US,291,291,20000,30
1045327566,building a innovative coworking,Web,Technology,EUR,2017,30000,2017,0,Failed,0,IT,0,0,35979,30
1045329877,Universal boop zone support poles,Conceptual Art,Art,USD,2012,200,2012,200,Successful,3,US,200,200,200,21
1045334415,Rag Rug Loom,Textiles,Art,USD,2017,800,2017,816,Successful,16,US,100,816,800,30
1045345904,Support for releasing 7 inch split (Dead End Alaska/Sons),Rock,Music,USD,2012,200,2012,200,Successful,17,US,200,200,200,45
1045348224,Ella Riley's building a chocolate factory!,Food,Food,GBP,2014,25000,2014,1576,Failed,31,GB,2551,2517,39923,29
1045348291,Mission to bring music lovers a festival to remember,Electronic Music,Music,USD,2017,50000,2017,2,Failed,2,US,25,2,50000,35
1045354513,Prison Parents,Documentary,Film & Video,NOK,2017,2000,2017,8300,Successful,15,NO,909,969,234,16
1045357071,"ICE MADE CLEAR - Tastes Better, Melts Slower, Looks Stunning",Product Design,Design,USD,2017,50000,2017,83032,Successful,713,US,33407,83032,50000,30
1045376820,Strange but True,Film & Video,Film & Video,USD,2013,5000,2013,0,Failed,0,US,0,0,5000,30
1045383139,Locals,Drinks,Food,USD,2015,60000,2015,0,Failed,0,US,0,0,60000,30
1045386522,Orchestra Recording Glaciers Swamp Angels Reef,Classical Music,Music,USD,2013,35586,2013,7746,Failed,48,US,7746,7746,35586,60
1045391675,Coasters and Tissue Boxes for a Honeymoon :),DIY,Crafts,USD,2015,20,2015,1,Failed,1,US,1,1,20,30
1045392297,It's Sooo Hostile! an unromantic comedy,Shorts,Film & Video,USD,2011,500,2011,1117,Successful,31,US,1117,1117,500,23
1045401555,Dreamin' of You needs support with funding. Love is Love!,Film & Video,Film & Video,USD,2012,300000,2012,100,Failed,3,US,100,100,300000,48
1045401865,Angus McKay Instrumental Album,Music,Music,USD,2016,200,2016,475,Successful,14,US,275,475,200,14
1045414183,"O'tatmo - Interactive LED Lightband for Concerts, Festivals.",Product Design,Design,EUR,2016,40000,2016,1313,Cancelled,23,FR,360,1372,41784,35
1045417402,the shirt dudes,Fashion,Fashion,USD,2015,20000,2015,1,Failed,1,US,1,1,20000,30
1045419888,Family Craft's - Teaching Wood Working to Children,Woodworking,Crafts,USD,2015,10000,2015,0,Failed,0,US,0,0,10000,30
1045420459,Making our short film 'REUNITED' Oscar Eligible,Shorts,Film & Video,USD,2010,750,2010,1499,Successful,19,US,1499,1499,750,18
1045434368,This is For YOU,Rock,Music,EUR,2017,60000,2016,0,Failed,0,IT,0,0,63966,60
1045448699,OperationVR Arcade2,Video Games,Games,USD,2017,110000,2017,22,Failed,1,US,0,22,110000,14
1045457444,"A+E @ Bunker 2, The Pleasance - Edinburgh",Festivals,Theater,GBP,2015,1500,2015,1551,Successful,63,GB,2313,2390,2312,30
1045472649,Your Treasure Box Look Book Production,Fashion,Fashion,USD,2013,1000,2013,0,Failed,0,US,0,0,1000,15
1045477529,Jessi McNeal is Making a New Record,Country & Folk,Music,USD,2014,7800,2014,7805,Successful,99,US,7805,7805,7800,30
1045484405,Double Radiance beams in 2012,Mixed Media,Art,USD,2011,1880,2011,2790,Successful,32,US,2790,2790,1880,58
1045488544,Simple Lines Dave Martinez Debut EP,Country & Folk,Music,USD,2012,600,2012,136,Failed,8,US,136,136,600,29
1045493910,The Little Dragon who could not fly,Children's Books,Publishing,GBP,2017,8214,2017,353,Failed,3,GB,30,450,10475,32
1045504865,Face of Hecarim Reaper of Souls,Art,Art,USD,2015,4000,2015,0,Failed,0,US,0,0,4000,30
1045509147,Weeping Lilly,Film & Video,Film & Video,USD,2012,150000,2012,110,Failed,1,US,110,110,150000,60
1045513982,Be A Buddy Not A Bully (Anti-Bullying Stage Play TOUR),Plays,Theater,USD,2015,2000,2015,2410,Successful,59,US,2410,2410,2000,30
1045521644,Monster Chronicles,Tabletop Games,Games,EUR,2014,6000,2014,5,Failed,1,NL,7,7,8164,30
1045525907,Real Life Hustle: Get Money Team (Pilot),Hip-Hop,Music,USD,2013,50000,2013,0,Failed,0,US,0,0,50000,24
1045535920,"The Alma's Call to Arms - make it bigger, make it better!",Theater,Theater,GBP,2016,2000,2016,2170,Successful,45,GB,53,2867,2643,20
1045548222,GOLD BALLS Ultra Senior tennis documentary,Documentary,Film & Video,USD,2014,25000,2014,26400,Successful,230,US,26400,26400,25000,30
1045555170,Roy Stryker - Introducing America to Americans,Photobooks,Photography,USD,2017,48000,2017,2,Failed,1,US,0,2,48000,30
1045563401,Soap bars that join together - STACK,Product Design,Design,USD,2012,9000,2012,17921,Successful,1113,US,17921,17921,9000,35
1045572352,Get At Sundown to the Edinburgh Fringe,Theater,Theater,USD,2010,6600,2010,6610,Successful,112,US,6610,6610,6600,83
1045574545,Templar Intrigue - A Werewolf type game by @tastyminstrel,Tabletop Games,Games,USD,2013,5000,2013,17158,Successful,3301,US,17158,17158,5000,8
1045575743,What About the Heart?,Photography,Photography,GBP,2014,3500,2014,795,Failed,29,GB,1291,1270,5589,30
1045581517,Winter Chemistry,Shorts,Film & Video,USD,2014,5500,2014,5520,Successful,43,US,5520,5520,5500,18
1045587154,A Little Love,Music,Music,USD,2012,15000,2012,15861,Successful,94,US,15861,15861,15000,47
1045588631,Reap (Canceled),Comic Books,Comics,USD,2015,2000,2015,0,Cancelled,0,US,0,0,2000,39
1045614402,Conscientiously Exploring the Olympic Peninsula,Nonfiction,Publishing,USD,2012,5000,2012,298,Failed,10,US,298,298,5000,60
1045620782,Expanding Eyebeam's Public Presence in Chelsea,Digital Art,Art,USD,2012,25000,2012,26561,Successful,317,US,26561,26561,25000,25
1045634135,sustainable flower nationwide CSA ,Software,Technology,USD,2010,2000,2009,2625,Successful,30,US,2625,2625,2000,88
1045649431,One Day in December,Romance,Film & Video,USD,2015,35000,2015,6059,Failed,70,US,6059,6059,35000,39
1045660409,Mad Monkey Organic,Crafts,Crafts,USD,2016,8000,2015,0,Failed,0,US,0,0,8000,60
1045665294,LIMELIGHT - Enhancing Mobile Photography,Product Design,Design,USD,2016,25000,2016,2153,Failed,61,US,2153,2153,25000,32
1045667166,Danger in the Reeds,Webseries,Film & Video,USD,2013,8000,2013,9285,Successful,68,US,9285,9285,8000,30
1045678600,ArmorTap: Make Any Internet Connection Private and Secure,Hardware,Technology,USD,2017,100000,2017,865,Failed,7,US,522,865,100000,45
1045686694,Hearing Your Voice: Jazz singer/songwriter Melissa Stylianou,Jazz,Music,USD,2010,13500,2010,13695,Successful,152,US,13695,13695,13500,45
1045689015,Joshua Light Show: Liquid Loops II,Animation,Film & Video,USD,2011,10000,2011,10502,Successful,159,US,10502,10502,10000,45
1045689761,The Rebirth Of The Deluxe Phoenixwallets™,Product Design,Design,USD,2017,2500,2017,1128,Cancelled,58,US,284,1128,2500,43
1045706628,DeepFlight Hydrobatics Expedition,Technology,Technology,USD,2012,45000,2012,3530,Failed,43,US,3530,3530,45000,40
1045707177,Perfume Collectibles - Vintage Bottles - History of Perfume,Translations,Publishing,EUR,2016,13000,2016,1,Failed,1,IT,1,1,14518,30
1045711419,TEMPTED TO DEATH Deliverance Theatre Ministry,Theater,Theater,USD,2011,4000,2011,25,Failed,1,US,25,25,4000,56
1045719715,Justin & Elly Heckel DEBUT ALBUM!,Faith,Music,USD,2014,4000,2014,225,Failed,8,US,225,225,4000,30
1045724999,"Homer's Iliad, Book I: A New Translation",Poetry,Publishing,USD,2017,1000,2017,90,Failed,4,US,60,90,1000,30
1045726740,Help turn my Where's Kayla script into a short film,Shorts,Film & Video,USD,2013,3500,2013,4310,Successful,40,US,4310,4310,3500,32
1045732673,The Shark-Xmas Book:The 12 Days of a Great White Christmas,Publishing,Publishing,USD,2015,14549,2015,18709,Successful,297,US,18709,18709,14549,31
1045739472,Donald Braswell - Tenor Extraordinaire - New Album!!,Music,Music,USD,2014,45000,2014,6,Cancelled,1,US,6,6,45000,60
1045740933,Help LifeBlood Record,Rock,Music,USD,2011,1000,2011,1441,Successful,19,US,1441,1441,1000,60
1045749249,The Many Encounters of Bosley Bear,Children's Books,Publishing,USD,2016,20000,2015,101,Failed,2,US,101,101,20000,38
1045752160,I AM STIGMA FREE,Music Videos,Film & Video,USD,2015,2000,2015,2235,Successful,35,US,2235,2235,2000,16
1045757629,parillaworks: wooden boxes,Woodworking,Crafts,USD,2015,600,2015,3744,Successful,42,US,3744,3744,600,30
1045759801,We are having a Veterans' Appreciation  Program,Events,Food,USD,2014,500,2014,41,Failed,4,US,41,41,500,31
1045768923,Gooseberry Fool - Feature Film,Drama,Film & Video,GBP,2014,20000,2014,1297,Failed,26,GB,2182,2151,33165,25
1045770997,Bethezda,Apparel,Fashion,USD,2016,10000,2016,167,Failed,4,US,0,167,10000,30
1045781120,Open Source Industrial Data Dashboards - Machine Run Time,Hardware,Technology,USD,2013,5000,2013,465,Failed,6,US,465,465,5000,25
1045782332,Big Angry Monsters,Tabletop Games,Games,USD,2013,20000,2013,3594,Failed,61,US,3594,3594,20000,34
1045784902,"Dreams that Soar - Narrative, Abstract Impressionist paintings about skydiving.",Painting,Art,USD,2010,55000,2010,1285,Failed,17,US,1285,1285,55000,37
1045784937,Last Man(s) on Earth Feature of Epic Proportions ,Film & Video,Film & Video,USD,2011,1100,2011,1150,Successful,12,US,1150,1150,1100,30
1045792044,The MPLS Henrys Need to Get to Austin ,Rock,Music,USD,2010,350,2010,857,Successful,22,US,857,857,350,21
1045804495,New engine technology for airplanes: the HyRcraft,Flight,Technology,EUR,2016,1000,2016,1,Failed,1,IT,1,1,1109,30
1045805684,Within- A First Novel,Fiction,Publishing,USD,2012,3380,2012,972,Failed,18,US,972,972,3380,60
1045817415,Why We TRi (Canceled),Documentary,Film & Video,USD,2014,6000,2014,0,Cancelled,0,US,0,0,6000,60
1045817665,Love Glasses,Crafts,Crafts,USD,2017,3000,2017,0,Failed,0,US,0,0,3000,30
1045821945,Inktree,Stationery,Crafts,USD,2016,7000,2016,373,Failed,8,US,295,373,7000,30
1045828662,Terra Cotta - Explore a huge underworld.,Video Games,Games,USD,2013,10000,2013,585,Failed,26,US,585,585,10000,30
1045833330,Untitled experimental EP by Livesosa and Zone Beats,Hip-Hop,Music,USD,2013,4000,2013,0,Cancelled,0,US,0,0,4000,30
1045839171,Stamped Books: Let's Get Letterpressing,Publishing,Publishing,USD,2011,1600,2011,1795,Successful,37,US,1795,1795,1600,33
1045871053,Subject X,Video Games,Games,USD,2013,15000,2013,111,Failed,3,US,111,111,15000,30
1045880773,CENTS - Feature Film,Narrative Film,Film & Video,USD,2014,60000,2014,61468,Successful,645,US,61468,61468,60000,31
1045887874,Mechonomic Boom,Video Games,Games,GBP,2016,1000,2016,75,Failed,6,GB,107,106,1416,33
1045916240,Pfennig Bakery Opening in Lakeview,Restaurants,Food,USD,2014,5000,2013,5365,Successful,104,US,5365,5365,5000,36
1045934691,Sackville Art Magazine,Art,Art,USD,2010,2000,2010,290,Failed,3,US,290,290,2000,46
1045944707,The Ultimate Hockey Bag & Hockey Inspired Backpack,Product Design,Design,USD,2016,10000,2016,73530,Successful,438,US,48041,73530,10000,30
1045947986,Vindicated Studio Project,Faith,Music,USD,2017,1350,2017,1350,Successful,8,US,325,1350,1350,30
1045950469,Finish As Long As I Have Breath - A Worship Album,Faith,Music,USD,2017,1200,2017,130,Failed,4,US,10,130,1200,30
1045951384,The Cosmic Wishroom (Canceled),Apps,Technology,USD,2016,14000,2016,0,Cancelled,0,US,0,0,14000,45
1045951767,Attack On Kitten,Video Games,Games,USD,2017,50000,2017,9049,Failed,203,US,4385,9049,50000,35
1045955279,Alice and Lewis: A Film about the Real Alice,Narrative Film,Film & Video,USD,2016,15000,2016,16690,Successful,105,US,1235,16690,15000,40
1045964469,Sea Urchins Book II,Comics,Comics,USD,2015,3850,2015,3855,Successful,45,US,3855,3855,3850,60
1045971566,What are you doing now?,Apps,Technology,EUR,2016,35000,2016,11,Failed,2,DE,12,12,39494,59
1045974773,Stockingfoot Knits,Accessories,Fashion,USD,2015,2500,2015,4161,Successful,68,US,4161,4161,2500,30
1045975158,Icarus and Daphne,Shorts,Film & Video,USD,2011,20000,2010,0,Failed,0,US,0,0,20000,45
1045978518,LIL-CON #3 UPGRADE,Tabletop Games,Games,USD,2015,1200,2015,68,Failed,3,US,68,68,1200,31
1045980648,A Man in La Mancha (feature film),Drama,Film & Video,USD,2017,376000,2017,5886,Failed,34,US,240,5886,376000,30
1045981773,Protein Coffee K-Cups,Drinks,Food,CAD,2017,2000,2017,602,Failed,3,CA,50,438,1456,30
1045984424,"Red, White, Blue, & Green (Canceled)",Film & Video,Film & Video,USD,2014,45000,2014,26484,Cancelled,108,US,26484,26484,45000,30
1045991827,CHICAGO Photo Project: The Raw Side of the Chi (Canceled),Photography,Photography,USD,2014,6000,2013,0,Cancelled,0,US,0,0,6000,30
1045995450,YEAR OF THE SNAKE,Shorts,Film & Video,GBP,2013,800,2013,40,Failed,1,GB,63,61,1224,7
1045999444,Samples of Different Playing Cards Back Designs By J.N.D.,Playing Cards,Games,USD,2016,100,2016,593,Successful,26,US,593,593,100,11
